pid,ad_title,target_age_group,target_gender,target_mood,target_weather
ASIZR24W8LIYZERJ,waterproof boots for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
0451M5P9RSVLCOTT,ladies winter jacket for kids bringing simple in cold weather,Kids,Female,neutral,cold
C3RQAH2CXDMVFYF7,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
2QS7HOIIELMI2DLC,winter jacket for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
KZ5MSHIHNSM8V6XV,hot coffee for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
MELB77KV1JDH808V,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
4Y6MRPNQ00H84UU2,thermal wear for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
HZ12E95G47UJSADC,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
OOES645GL2F17VF8,moisture cream for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
FVLUWAF5ULP4OT7G,raincoat for adults bringing delight in rainy weather,65+,Male,Happy,rainy
MDIOQ3FF4TARCWL6,ladies waterproof boots for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
JKM9V5PDNVOQRBCL,cozy beanie for adults bringing delight in cold weather,65+,Male,Happy,cold
X3V1T2J2U5CAFOME,waterproof boots for adults bringing simple in rainy weather,65+,Male,neutral,rainy
TVYK9FZL7ACC9864,tea pack for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
XWWPZBAXCRLNI5G6,ladies moisture cream for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
PQA4G7SPZ9IPHAMS,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
GT2NM1XGFQFKJQOH,winter jacket for kids bringing comfort in cold weather,Kids,Male,Angry,cold
TQ3B7A2HSRVVRH8A,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
IFQI3J1WM8HH8E4X,thermal wear for kids bringing simple in cold weather,Kids,Female,neutral,cold
652HAVUZ3SQN7KIO,hot coffee for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
71ZR635L67I71Z8Z,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
800761267JS8N5B7,raincoat for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
74GKM2WLZF1MRTWL,winter jacket for adults bringing delight in cold weather,65+,Male,Happy,cold
IZC7B392ZNTTVGD4,ladies windbreaker for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
CO9QTW2W9JWXRZKJ,raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
2E0R12HK7W7RHE40,moisture cream for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
5L28DVTV8BR7J1I5,moisture cream for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
XQL24YI54LP4ITKM,ladies moisture cream for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
2DLFCKQV3UAKFS9V,ladies warm hoodie for adults bringing simple in cold weather,65+,Female,neutral,cold
EBZ4YOPM0KHC8VUD,soft gloves for young adults bringing simple in cold weather,18-39,Female,neutral,cold
PYEGG8A81PUQNMTS,tea pack for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
WC6R56MXGIHHYQ1R,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
WK6ISSWPL4KXDLVE,cozy beanie for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
ML44LWTKIIVYFDQB,moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
X7UL8B2MCYEK1AZY,thermal wear for young adults bringing simple in cold weather,18-39,Male,neutral,cold
3269AJDFH6LWLQQY,soft gloves for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
ZVZQNFDAJ6X1NC8Z,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
CTMQJNAJZUGQDQGI,waterproof boots for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
RKR8LI0PSXJNBQNV,ladies moisture cream for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
YEKRO4WSOCPGDK16,hot coffee for kids bringing simple in cold weather,Kids,Male,neutral,cold
9EW1OXEYFHZR6FY2,warm hoodie for adults bringing simple in cold weather,65+,Male,neutral,cold
N1QNNZF15G5TOKPN,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
PTNKCZ834RRD7Z67,moisture cream for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
UHCPG5GJR8AEZ19V,soft gloves for adults bringing warmth in cold weather,65+,Male,Sad,cold
F7OLFXHICIBS3QO9,cozy beanie for adults bringing warmth in cold weather,65+,Female,Sad,cold
76EK3LG8IJPPC4O4,ladies waterproof boots for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
SPCE9HY21HZB9CM5,ladies tea pack for adults bringing simple in rainy weather,65+,Female,neutral,rainy
562YZN1CMAI8FSLJ,cozy beanie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
V3V2JE1GC4X754P2,warm hoodie for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
E3IVZS11TUZOK6N8,raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
S850KJYLV6J6EV7O,ladies thermal wear for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
VY7VYCB6SNY6DW3U,ladies soft gloves for kids bringing delight in cold weather,Kids,Female,Happy,cold
UPIMAR6QZYCVQQWT,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
9XNQNBPYSYN5TH39,warm hoodie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
763EVXYNC4ACO6CH,tea pack for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
CQOHO91NNJH0LXVH,cozy beanie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
TLNQ17L8XT484I82,thermal wear for kids bringing simple in cold weather,Kids,Male,neutral,cold
25TCLRP5CFHTTIKH,umbrella for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
6LZB9ZHDARUEV0DI,ladies warm hoodie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
ODCDYB4JPX46EATZ,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
RHK0ARUM0QBZW8QC,thermal wear for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
8EJ3IO109V18D4EG,cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
NXBRFHSO4G8M0VCR,umbrella for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
6EL6DNFQ9Y1O3FJA,soft gloves for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
JQETFDZYWOLATC17,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
PNDJ9RDB0QRPUYCW,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
OZ2SBRFM2AECLXZH,ladies warm hoodie for adults bringing warmth in cold weather,65+,Female,Sad,cold
3OCAKEUTJAKCVHAS,hot coffee for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
3NJZXIDHH33KXS3T,waterproof boots for adults bringing delight in rainy weather,65+,Female,Happy,rainy
L9VVGK8TFFF0L67O,ladies tea pack for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
TCF2P9EZUCT1GIBF,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
SIZJ2B1L2VFWD5VL,waterproof boots for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
5W7WSD58FYX7BMQC,ladies thermal wear for kids bringing delight in cold weather,Kids,Female,Happy,cold
1I3AKNVSJK0G9XZ5,cozy beanie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
TA1G7CRTU1VZKEHL,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
B8NS0XV9JN1A3HS0,moisture cream for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
28XE3K2884SS4X3C,ladies winter jacket for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
1XM11ITT3QOEALP8,ladies hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
1KMQGP6GHMFONBDI,moisture cream for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
9UZ7ERQZ8955VEV3,raincoat for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
72IA3W8YXQY3QWWC,tea pack for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
1RD7DBUAITDVTVAG,tea pack for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
DNHRTWS0LBB33GF4,winter jacket for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
9Y275QH4CG6RGFAB,warm hoodie for adults bringing delight in cold weather,65+,Female,Happy,cold
6F0JBCBSG8SO51JG,ladies thermal wear for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
YHEJE9O2GHBDOPDA,moisture cream for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
LFJ5VQIDH6CHLMQM,cozy beanie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
OMGTD64PNGG4ZOG8,ladies raincoat for adults bringing delight in rainy weather,65+,Female,Happy,rainy
G5KIQ69O5LYO7247,soft gloves for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
P0842C3G66R9GF0M,soft gloves for kids bringing warmth in cold weather,Kids,Male,Sad,cold
5BD7LQML6G49RPAT,thermal wear for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
O9QB7OPGWR8ZKBZC,raincoat for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
02LJYENDI09QGV7B,waterproof boots for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
27GZ7BMUKAFSCXBY,warm hoodie for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
N0XSLNSS0I461Z3X,hot coffee for kids bringing comfort in cold weather,Kids,Female,Angry,cold
IJ6T6WQG3U1CDLFO,moisture cream for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
EVIIDJVRQDUC0SWJ,raincoat for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
GP3J1HKNFJO8XJAA,ladies warm hoodie for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
Z2NMG2WATY2VFJLS,windbreaker for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
I7OMI4DA2P7EQLE8,moisture cream for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
KBBYNN3H8KT9FJAB,umbrella for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
8JXEFUUQLLYN96B1,thermal wear for kids bringing simple in cold weather,Kids,Male,neutral,cold
YSBCRM021MMIIFJA,ladies raincoat for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
K2BRGNO2CXSA5KB0,soft gloves for kids bringing delight in cold weather,Kids,Female,Happy,cold
5A4PH9XPVLKFE61Y,ladies warm hoodie for adults bringing warmth in cold weather,65+,Female,Sad,cold
JUQE3JFB67R4N3NV,ladies thermal wear for adults bringing delight in cold weather,65+,Female,Happy,cold
TLIF4ZGC9HMIOHAS,umbrella for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
YEA1KFXPW3P5B1PD,hot coffee for kids bringing warmth in cold weather,Kids,Female,Sad,cold
2KOPA8PXK24OAE69,ladies hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
JIAVFATGO64ZIITE,winter jacket for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
VJSQ3K4ECHMS1QZI,cozy beanie for adults bringing warmth in cold weather,65+,Female,Sad,cold
MYPOM79LAGS6RDJX,ladies waterproof boots for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
OAMQWIRS81I38NEW,winter jacket for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
GD4LTT0QGOMX80VJ,umbrella for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
T6GG1TYW8ZPKKVRL,winter jacket for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
CY1UHH2QQWQEG002,tea pack for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
WS1WKJ6CSDACXYTM,moisture cream for adults bringing delight in rainy weather,65+,Female,Happy,rainy
621PB9F955TDEL9F,raincoat for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
6493S5FK100C6CY6,ladies raincoat for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
DGKR765IODVERD2C,ladies winter jacket for kids bringing delight in cold weather,Kids,Female,Happy,cold
U54B80DKSCJ2HOJ7,umbrella for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
HL1M31I4HBIAIZIL,windbreaker for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
UNXGLR09TDSTKCIO,ladies cozy beanie for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
15EVBVPMTUQNXU74,thermal wear for adults bringing warmth in cold weather,65+,Male,Sad,cold
WKJ383JTLOKHZG9N,ladies raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
39WYCO7QFUMSA84K,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
DCZXA6RD3A7PJ9F5,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
QN6HYO8UM32NRYKL,ladies umbrella for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
Y6ZF35FXUC4UBDFC,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
WE67FYZQQMQSF7XI,raincoat for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
WFWFXQ5XPCSQCGFF,waterproof boots for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
0CSXIJ9M7UIBWT2A,waterproof boots for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
GB8FQQ7M3ZX4XUHM,cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
A724WLTNUH1ZSBOM,ladies raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
MM6TDM6RVG0C75I0,tea pack for adults bringing simple in rainy weather,65+,Male,neutral,rainy
VX5ZS7XN9KQ28OJC,soft gloves for kids bringing warmth in cold weather,Kids,Female,Sad,cold
EB88T020ZRICJ7MV,ladies hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
H4352E9VVXGF6YJ7,thermal wear for kids bringing warmth in cold weather,Kids,Male,Sad,cold
CBWNLKWBEZ1FJTTC,thermal wear for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
WTMPB6Y00QDE4RF3,hot coffee for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
ZS8NRX393ZCQW1P3,moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
PP15D5AHI6VDK7DR,thermal wear for young adults bringing simple in cold weather,18-39,Male,neutral,cold
J1U2JB168CZTUIF7,warm hoodie for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
KJ3LXZ4Q2QNXQ8CR,cozy beanie for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
T9VJI38I4LG5JVGY,windbreaker for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
OCWL170VKAIUH2TM,winter jacket for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
7BJJ47BXT9PNSEBY,thermal wear for adults bringing delight in cold weather,65+,Male,Happy,cold
8NR7ZAWMSYP15WFK,cozy beanie for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
36W6VFOP023F3GCT,waterproof boots for adults bringing delight in rainy weather,65+,Male,Happy,rainy
UU9U0ODIXP2WBGJ6,ladies thermal wear for young adults bringing delight in cold weather,18-39,Female,Happy,cold
ITTNJ8O4ITYD2F97,windbreaker for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
6M8AX1EKI5ZJXQLT,thermal wear for kids bringing delight in cold weather,Kids,Male,Happy,cold
NV8SBS4XLQYODV67,umbrella for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
EI5C73J6VYYYHYYR,soft gloves for kids bringing comfort in cold weather,Kids,Male,Angry,cold
VEBIWLUPNCSYGJZF,hot coffee for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
M2V7MYGMELDNV4VJ,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
IAWJUFXWR0GQWG9J,thermal wear for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
FK0R0088TGAYGPJB,ladies tea pack for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
1A1UTQIGODQ9Q0XH,warm hoodie for adults bringing comfort in cold weather,65+,Female,Angry,cold
VUTVR8UNZLCJ6Z0C,tea pack for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
VSHQILXO3IZRX2DO,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
46Z49VPQ7W8CO2GF,thermal wear for kids bringing comfort in cold weather,Kids,Female,Angry,cold
FLQKCNLWX9GHEF5V,hot coffee for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
XCCKMNIOSTKQ8WLR,umbrella for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
ZI8HGZ90IG9INO4R,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
U2CISJQS848EFYVX,soft gloves for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
1G8UU4G9IYXCSEKL,windbreaker for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
IB3M8YIFIUMAQ6ZN,umbrella for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
JRG3ZFD6ZCEX9YTI,ladies umbrella for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
B6O1V0I1MCRI0YW7,raincoat for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
DI7IEPOEGQ0RQXUL,thermal wear for young adults bringing simple in cold weather,18-39,Male,neutral,cold
VPG501D7TXXVTT4K,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
74IG682SXA9JQL7D,hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
UIKU8LT9S0WTRXMC,waterproof boots for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
WW8IO61QAENRH5LY,ladies cozy beanie for adults bringing comfort in cold weather,65+,Female,Angry,cold
HID91LZVS0WD65ZU,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
IY9QGRI14QVXNKNK,ladies thermal wear for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
YXPUJF4GPL5I6RYE,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
Y1EMRXZPJQ7GL5S2,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
96H1CFCLOTPMDEIJ,moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
DFD10ZXNHWEYXGNH,waterproof boots for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
9FXMJ23GT9WYMRP8,windbreaker for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
